pokemon,tier,usage_pct,raw_count,rank
Heracross-Mega,National Dex,0.8484,10554,128
Mimikyu,National Dex,0.8468,15429,129
Primarina,National Dex,0.8399,14415,130
Ditto,National Dex,0.8337,10259,131
Skeledirge,National Dex,0.776,11866,132
Manectric-Mega,National Dex,0.7753,9774,133
Aggron-Mega,National Dex,0.7664,13055,134
Breloom,National Dex,0.7664,11487,135
Galvantula,National Dex,0.7405,15229,136
Dracozolt,National Dex,0.7269,7926,137
Muk-Alola,National Dex,0.725,9060,138
Regieleki,National Dex,0.7178,8992,139
Kleavor,National Dex,0.7137,9866,140
Amoonguss,National Dex,0.7123,8541,141
Buzzwole,National Dex,0.7097,7979,142
Tapu Bulu,National Dex,0.6947,6003,143
Slowking,National Dex,0.6917,7363,144
Conkeldurr,National Dex,0.6841,8922,145
Mew,National Dex,0.6825,10943,146
Lilligant-Hisui,National Dex,0.6768,7904,147
Alakazam,National Dex,0.6722,11031,148
Camerupt-Mega,National Dex,0.6369,5592,149
Chandelure,National Dex,0.6333,11830,150
Haxorus,National Dex,0.6249,12680,151
Iron Boulder,National Dex,0.613,6589,152
Sceptile-Mega,National Dex,0.6119,11127,153
Sinistcha,National Dex,0.6021,6223,154
Metagross,National Dex,0.6018,12944,155
Manaphy,National Dex,0.6016,6362,156
Quaquaval,National Dex,0.6011,9924,157
Latias-Mega,National Dex,0.5983,5499,158
Cloyster,National Dex,0.582,10427,159
Armarouge,National Dex,0.5819,8404,160
Milotic,National Dex,0.5795,13230,161
Espeon,National Dex,0.5698,12557,162
Lokix,National Dex,0.5647,8282,163
Incineroar,National Dex,0.5602,11451,164
Scolipede,National Dex,0.5567,10229,165
Shuckle,National Dex,0.5549,10377,166
Gastrodon,National Dex,0.552,9737,167
Empoleon,National Dex,0.5486,10091,168
Umbreon,National Dex,0.5455,10897,169
Zygarde-10%,National Dex,0.5307,5142,170
Blastoise,National Dex,0.5275,11036,171
Suicune,National Dex,0.5243,4632,172
Arctozolt,National Dex,0.5194,5384,173
Snorlax,National Dex,0.5191,11403,174
Golisopod,National Dex,0.5127,12275,175
Mamoswine,National Dex,0.5115,10495,176
Darmanitan,National Dex,0.5076,6730,177
Latias,National Dex,0.5064,5313,178
Raichu-Alola,National Dex,0.4917,7132,179
Ninetales,National Dex,0.4756,8116,180
Bisharp,National Dex,0.4691,7499,181
Infernape,National Dex,0.4543,12674,182
Pikachu,National Dex,0.4507,8664,183
Swampert,National Dex,0.4463,7382,184
Crawdaunt,National Dex,0.4424,6315,185
Nihilego,National Dex,0.4388,5840,186
Maushold,National Dex,0.4384,8601,187
Enamorus,National Dex,0.4357,4496,188
Talonflame,National Dex,0.4231,10766,189
Politoed,National Dex,0.4135,6487,190
Sharpedo-Mega,National Dex,0.4103,5341,191
Tinkaton,National Dex,0.4077,7176,192
Houndoom-Mega,National Dex,0.4018,6085,193
Chesnaught,National Dex,0.3971,4873,194
Arcanine,National Dex,0.3934,8316,195
Moltres-Galar,National Dex,0.3932,4557,196
Stakataka,National Dex,0.3903,5251,197
Mandibuzz,National Dex,0.388,5324,198
Pidgeot-Mega,National Dex,0.38,6627,199
Absol-Mega,National Dex,0.3795,7215,200
Whimsicott,National Dex,0.3793,7351,201
Klefki,National Dex,0.3721,5642,202
Smeargle,National Dex,0.363,6223,203
Krookodile,National Dex,0.3603,9922,204
Slowbro-Mega,National Dex,0.3533,4685,205
Okidogi,National Dex,0.3532,3442,206
Regidrago,National Dex,0.3513,3465,207
Reuniclus,National Dex,0.3484,5440,208
Rotom-Heat,National Dex,0.3482,5699,209
Sylveon,National Dex,0.3423,8850,210
Bronzong,National Dex,0.3413,5012,211
Lucario,National Dex,0.34,11464,212
Forretress,National Dex,0.3156,6250,213
Torterra,National Dex,0.3089,6623,214
Mienshao,National Dex,0.3077,6501,215
Swellow,National Dex,0.3072,5317,216
Corsola-Galar,National Dex,0.3038,4138,217
Jolteon,National Dex,0.3014,6689,218
Staraptor,National Dex,0.3006,7718,219
Scream Tail,National Dex,0.2989,3526,220
Slither Wing,National Dex,0.2945,4018,221
Toxicroak,National Dex,0.2857,4681,222
Quagsire,National Dex,0.2831,5276,223
Slurpuff,National Dex,0.2816,4738,224
Crobat,National Dex,0.2802,9332,225
Brambleghast,National Dex,0.2719,2762,226
Indeedee,National Dex,0.2701,3766,227
Starmie,National Dex,0.2678,5601,228
Cetitan,National Dex,0.2651,3451,229
Abomasnow-Mega,National Dex,0.262,4512,230
Lycanroc-Dusk,National Dex,0.2518,5639,231
Goodra,National Dex,0.2481,6731,232
Tyrantrum,National Dex,0.2454,6007,233
Charizard,National Dex,0.245,5863,234
Salazzle,National Dex,0.2437,6339,235
Gallade,National Dex,0.2412,5907,236
Pawmot,National Dex,0.2406,3869,237
Sandy Shocks,National Dex,0.2399,3768,238
Steelix-Mega,National Dex,0.2395,3753,239
Iron Jugulis,National Dex,0.2381,2696,240
Slowbro-Galar,National Dex,0.2368,3189,241
Necrozma,National Dex,0.2341,2552,242
Raikou,National Dex,0.2331,2393,243
Gigalith,National Dex,0.2276,3589,244
Tentacruel,National Dex,0.2259,5378,245
Roserade,National Dex,0.2233,7261,246
Donphan,National Dex,0.222,4441,247
Basculegion,National Dex,0.2208,3398,248
Comfey,National Dex,0.2207,4206,249
Vikavolt,National Dex,0.2176,5053,250
Cinccino,National Dex,0.2173,5141,251
Gardevoir,National Dex,0.2157,7480,252
Sableye,National Dex,0.2155,5319,253
Seismitoad,National Dex,0.2106,3357,254
Ampharos-Mega,National Dex,0.2101,3897,255
Ludicolo,National Dex,0.21,4439,256
Entei,National Dex,0.2083,2721,257
Nidoqueen,National Dex,0.2049,2841,258
Pyukumuku,National Dex,0.2046,2654,259
Typhlosion-Hisui,National Dex,0.2033,4245,260
Overqwil,National Dex,0.2023,2797,261
Mantine,National Dex,0.2019,2956,262
Flygon,National Dex,0.2012,5843,263
Froslass,National Dex,0.1996,5477,264
Inteleon,National Dex,0.1995,4623,265
Hitmonlee,National Dex,0.1948,4144,266
Cofagrigus,National Dex,0.1943,3942,267
Floatzel,National Dex,0.1912,2776,268
Deoxys-Defense,National Dex,0.1875,2930,269
Vaporeon,National Dex,0.1875,5668,270
Golurk,National Dex,0.1871,4409,271
Spiritomb,National Dex,0.1867,5249,272
Machamp,National Dex,0.1855,4207,273
Eiscue,National Dex,0.1829,2488,274
Feraligatr,National Dex,0.1822,5522,275
Noivern,National Dex,0.1812,6045,276
Thundurus,National Dex,0.1806,2668,277
Heliolisk,National Dex,0.18,3606,278
Glalie-Mega,National Dex,0.1786,2706,279
Sigilyph,National Dex,0.171,3334,280
Azelf,National Dex,0.1695,2484,281
Ambipom,National Dex,0.1678,5030,282
Xatu,National Dex,0.1671,2725,283
Accelgor,National Dex,0.167,3694,284
Indeedee-F,National Dex,0.1657,3056,285
Cobalion,National Dex,0.1637,1972,286
Ogerpon,National Dex,0.1624,1689,287
Dhelmise,National Dex,0.1613,3134,288
Kilowattrel,National Dex,0.1599,3363,289
Mudsdale,National Dex,0.1599,3185,290
Minior,National Dex,0.1592,3682,291
Aurorus,National Dex,0.1578,3899,292
Basculegion-F,National Dex,0.1564,1826,293
Diggersby,National Dex,0.1549,2029,294
Typhlosion,National Dex,0.154,5174,295
Exploud,National Dex,0.1528,2449,296
Glastrier,National Dex,0.1526,2217,297
Sceptile,National Dex,0.1513,4140,298
Yanmega,National Dex,0.1481,4813,299
Zoroark,National Dex,0.1477,3658,300
Toxtricity,National Dex,0.1474,4767,301
Decidueye,National Dex,0.1445,4383,302
Heracross,National Dex,0.1438,4920,303
Druddigon,National Dex,0.1423,2305,304
Carbink,National Dex,0.1388,1861,305
Cradily,National Dex,0.1384,3974,306
Kabutops,National Dex,0.1379,2582,307
Cyclizar,National Dex,0.1368,2770,308
Honchkrow,National Dex,0.1363,3211,309
Florges,National Dex,0.1359,2748,310
Dragalge,National Dex,0.1349,3785,311
Grafaiai,National Dex,0.1338,4731,312
Scovillain,National Dex,0.1332,2277,313
Steelix,National Dex,0.1328,3206,314
Meloetta,National Dex,0.131,2761,315
Iron Leaves,National Dex,0.1307,1967,316
Victreebel,National Dex,0.1294,1836,317
Dusclops,National Dex,0.1286,2881,318
Tauros,National Dex,0.1278,2438,319
Tsareena,National Dex,0.1272,4346,320
Claydol,National Dex,0.1254,2906,321
Delphox,National Dex,0.1236,4610,322
Brute Bonnet,National Dex,0.122,1557,323
Abomasnow,National Dex,0.1212,3331,324
Scrafty,National Dex,0.1209,4552,325
Eelektross,National Dex,0.1204,4321,326
Durant,National Dex,0.1202,2394,327
Revavroom,National Dex,0.1197,1951,328
Obstagoon,National Dex,0.1196,3428,329
Jellicent,National Dex,0.1179,3475,330
Braviary-Hisui,National Dex,0.1178,2291,331
Lapras,National Dex,0.1168,4665,332
Electivire,National Dex,0.1138,3858,333
Vanilluxe,National Dex,0.1127,3029,334
Rhyperior,National Dex,0.112,2422,335
Registeel,National Dex,0.1114,1949,336
Bewear,National Dex,0.1095,2767,337
Arctovish,National Dex,0.1088,1502,338
Omastar,National Dex,0.1058,2231,339
Mismagius,National Dex,0.1057,3307,340
Slaking,National Dex,0.1053,2670,341
Electrode-Hisui,National Dex,0.1032,2330,342
Poliwrath,National Dex,0.1028,2446,343
Runerigus,National Dex,0.1,2402,344
Zarude,National Dex,0.1,1468,345
Tornadus,National Dex,0.0994,1318,346
Cursola,National Dex,0.097,1824,347
Leavanny,National Dex,0.0969,2406,348
Arboliva,National Dex,0.0968,2802,349
Hitmontop,National Dex,0.0953,2912,350
Drapion,National Dex,0.0941,4671,351
Aerodactyl,National Dex,0.0935,2877,352
Vileplume,National Dex,0.0929,2948,353
Decidueye-Hisui,National Dex,0.0924,2858,354
Drifblim,National Dex,0.0915,2843,355
Glaceon,National Dex,0.0906,2792,356
Golem,National Dex,0.0899,2474,357
Malamar,National Dex,0.0887,3413,358
Sandaconda,National Dex,0.087,1754,359
Aron,National Dex,0.0866,3590,360
Gourgeist-Super,National Dex,0.0864,1385,361
Vivillon,National Dex,0.0861,2906,362
Diancie,National Dex,0.0849,1471,363
Meowstic,National Dex,0.0832,2208,364
Dudunsparce,National Dex,0.083,1797,365
Pangoro,National Dex,0.0825,2512,366
Sirfetch'd,National Dex,0.082,2791,367
Fezandipiti,National Dex,0.081,1427,368
Clawitzer,National Dex,0.081,2748,369
Trevenant,National Dex,0.0806,2427,370
Articuno,National Dex,0.0795,1653,371
Tauros-Paldea-Aqua,National Dex,0.0792,1253,372
Archeops,National Dex,0.0789,2447,373
Avalugg,National Dex,0.078,1799,374
Audino-Mega,National Dex,0.0774,1730,375
Frosmoth,National Dex,0.0772,2642,376
Sandslash-Alola,National Dex,0.0769,2471,377
Orthworm,National Dex,0.0759,1844,378
Rampardos,National Dex,0.075,2063,379
Munkidori,National Dex,0.0749,1030,380
Type: Null,National Dex,0.0743,567,381
Pachirisu,National Dex,0.0736,1371,382
Exeggutor-Alola,National Dex,0.0723,1318,383
Komala,National Dex,0.0721,1834,384
Wo-Chien,National Dex,0.0713,1020,385
Scyther,National Dex,0.0691,2458,386
Altaria,National Dex,0.069,1370,387
Rabsca,National Dex,0.0685,1343,388
Articuno-Galar,National Dex,0.068,1271,389
Toucannon,National Dex,0.0678,3107,390
Weezing,National Dex,0.0672,2281,391
Uxie,National Dex,0.0669,1824,392
Iron Thorns,National Dex,0.0665,1085,393
Bellibolt,National Dex,0.0662,1851,394
Centiskorch,National Dex,0.0645,3093,395
Houndstone,National Dex,0.0643,829,396
Linoone,National Dex,0.0628,1518,397
Eldegoss,National Dex,0.0628,1312,398
Shiftry,National Dex,0.0628,1778,399
Volbeat,National Dex,0.0625,1332,400
Golem-Alola,National Dex,0.0625,2192,401
Raichu,National Dex,0.0623,3233,402
Armaldo,National Dex,0.0618,1997,403
Leafeon,National Dex,0.0617,2237,404
Farigiraf,National Dex,0.0615,2342,405
Celebi,National Dex,0.0613,1236,406
Regirock,National Dex,0.061,1192,407
Turtonator,National Dex,0.0605,1837,408
Dodrio,National Dex,0.0601,1584,409
Exeggutor,National Dex,0.0598,1960,410
Aggron,National Dex,0.0597,2675,411
Emboar,National Dex,0.0588,1933,412
Flareon,National Dex,0.0582,2177,413
Swoobat,National Dex,0.058,1193,414
Palossand,National Dex,0.0578,1643,415
Doublade,National Dex,0.0576,1003,416
Chatot,National Dex,0.0572,1343,417
Enamorus-Therian,National Dex,0.0568,716,418
Cryogonal,National Dex,0.0567,1878,419
Dusknoir,National Dex,0.0561,2169,420
Absol,National Dex,0.0559,2213,421
Escavalier,National Dex,0.0554,2090,422
Rotom,National Dex,0.0549,999,423
Morpeko,National Dex,0.0542,1526,424
Arbok,National Dex,0.0542,2375,425
Perrserker,National Dex,0.0537,1242,426
Lanturn,National Dex,0.0536,2065,427
Terrakion,National Dex,0.0533,1071,428
Guzzlord,National Dex,0.0531,1322,429
Meganium,National Dex,0.0531,2194,430
Lurantis,National Dex,0.053,2130,431
Togedemaru,National Dex,0.0528,1822,432
Tropius,National Dex,0.0523,1528,433
Jynx,National Dex,0.0517,1875,434
Drampa,National Dex,0.0517,1711,435
Pincurchin,National Dex,0.0513,1745,436
Orbeetle,National Dex,0.0512,1664,437
Butterfree,National Dex,0.0508,2118,438
Seviper,National Dex,0.0508,878,439
Persian-Alola,National Dex,0.0504,1192,440
Regigigas,National Dex,0.0501,1583,441
Luxray,National Dex,0.05,2877,442
Ursaring,National Dex,0.0498,1535,443
Crustle,National Dex,0.0494,1829,444
Mr. Rime,National Dex,0.0492,1924,445
Primeape,National Dex,0.0491,1826,446
Murkrow,National Dex,0.0481,1845,447
Hoopa,National Dex,0.048,801,448
Zebstrika,National Dex,0.0477,1777,449
Beartic,National Dex,0.0474,1355,450
Shaymin,National Dex,0.0473,855,451
Zangoose,National Dex,0.0467,1286,452
Shiinotic,National Dex,0.0466,908,453
Illumise,National Dex,0.0465,1073,454
Medicham,National Dex,0.0463,1136,455
Regice,National Dex,0.0457,1168,456
Miltank,National Dex,0.0454,1974,457
Dugtrio,National Dex,0.0454,921,458
Drednaw,National Dex,0.0449,1309,459
Toedscruel,National Dex,0.0449,1320,460
Walrein,National Dex,0.0449,1388,461
Tatsugiri,National Dex,0.0445,1416,462
Magmortar,National Dex,0.0444,1724,463
Crabominable,National Dex,0.0443,1445,464
Veluza,National Dex,0.044,1365,465
Audino,National Dex,0.0439,1438,466
Venomoth,National Dex,0.0438,1144,467
Coalossal,National Dex,0.0434,1560,468
Lycanroc,National Dex,0.043,1489,469
Klinklang,National Dex,0.0426,1226,470
Gligar,National Dex,0.0424,487,471
Sawsbuck,National Dex,0.0424,1338,472
Houndoom,National Dex,0.0423,1901,473
Piloswine,National Dex,0.0423,645,474
Ninjask,National Dex,0.042,2408,475
Cacturne,National Dex,0.0417,1311,476
Carracosta,National Dex,0.0414,1254,477
Barbaracle,National Dex,0.041,1530,478
Sharpedo,National Dex,0.0402,1106,479
Dachsbun,National Dex,0.0398,1430,480
Rhydon,National Dex,0.0391,1437,481
Bouffalant,National Dex,0.0391,1343,482
Dubwool,National Dex,0.0391,1493,483
Hitmonchan,National Dex,0.0389,1988,484
Ampharos,National Dex,0.0388,1556,485
Lickilicky,National Dex,0.0385,1452,486
Granbull,National Dex,0.0381,1114,487
Alcremie,National Dex,0.0376,1771,488
Flamigo,National Dex,0.0373,1032,489
Musharna,National Dex,0.0369,695,490
Stoutland,National Dex,0.0368,1533,491
Wishiwashi,National Dex,0.0367,1235,492
Pyroar,National Dex,0.035,1158,493
Sandslash,National Dex,0.0348,988,494
Boltund,National Dex,0.0347,1153,495
Kricketune,National Dex,0.0344,688,496
Hariyama,National Dex,0.0343,1612,497
Oricorio-Pom-Pom,National Dex,0.0339,925,498
Lycanroc-Midnight,National Dex,0.0339,1873,499
Emolga,National Dex,0.0338,1157,500
Avalugg-Hisui,National Dex,0.0337,1102,501
Liepard,National Dex,0.0336,1170,502
Delibird,National Dex,0.0333,1284,503
Braviary,National Dex,0.033,1517,504
Ledian,National Dex,0.0323,649,505
Masquerain,National Dex,0.0321,1556,506
Duraludon,National Dex,0.032,1032,507
Tauros-Paldea-Blaze,National Dex,0.0316,1040,508
Bastiodon,National Dex,0.0314,1315,509
Gothitelle,National Dex,0.0313,1071,510
Lopunny,National Dex,0.0308,821,511
Wigglytuff,National Dex,0.0305,1531,512
Rotom-Mow,National Dex,0.0303,1125,513
Skuntank,National Dex,0.0303,747,514
Golduck,National Dex,0.0292,805,515
Lilligant,National Dex,0.0292,1320,516
Cramorant,National Dex,0.0287,1128,517
Clamperl,National Dex,0.0286,733,518
Probopass,National Dex,0.0285,879,519
Spidops,National Dex,0.0279,994,520
Wobbuffet,National Dex,0.0276,628,521
Noctowl,National Dex,0.0274,1521,522
Rotom-Frost,National Dex,0.0269,617,523
Oricorio-Sensu,National Dex,0.0269,604,524
Kingler,National Dex,0.0267,1458,525
Appletun,National Dex,0.0262,999,526
Mabosstiff,National Dex,0.0259,654,527
Kecleon,National Dex,0.0259,1394,528
Gorebyss,National Dex,0.0258,920,529
Mightyena,National Dex,0.0257,768,530
Raticate,National Dex,0.0252,952,531
Bellossom,National Dex,0.0251,1445,532
Virizion,National Dex,0.025,371,533
Bruxish,National Dex,0.025,997,534
Ariados,National Dex,0.0249,1452,535
Magneton,National Dex,0.0245,1045,536
Sudowoodo,National Dex,0.0242,727,537
Misdreavus,National Dex,0.0236,562,538
Rapidash,National Dex,0.0235,1006,539
Flapple,National Dex,0.0234,666,540
Bibarel,National Dex,0.0234,912,541
Klawf,National Dex,0.0232,599,542
Wyrdeer,National Dex,0.0226,765,543
Gogoat,National Dex,0.0225,1009,544
Tangela,National Dex,0.0222,475,545
Aromatisse,National Dex,0.0222,855,546
Samurott,National Dex,0.0222,951,547
Jumpluff,National Dex,0.0217,1352,548
Chimecho,National Dex,0.0215,1051,549
Mesprit,National Dex,0.021,420,550
Marowak,National Dex,0.0206,1261,551
Qwilfish,National Dex,0.0202,395,552
Grapploct,National Dex,0.0198,835,553
Magcargo,National Dex,0.0197,923,554
Wailord,National Dex,0.0197,953,555
Oinkologne-F,National Dex,0.0196,352,556
Electrode,National Dex,0.0188,1275,557
Dunsparce,National Dex,0.0186,343,558
Kangaskhan,National Dex,0.0184,854,559
Garbodor,National Dex,0.0183,1055,560
Unfezant,National Dex,0.0181,1475,561
Copperajah,National Dex,0.0178,852,562
Basculin,National Dex,0.0177,563,563
Rapidash-Galar,National Dex,0.0175,1003,564
Thievul,National Dex,0.0174,788,565
Gourgeist,National Dex,0.0173,326,566
Relicanth,National Dex,0.0172,557,567
Delcatty,National Dex,0.0166,894,568
Squawkabilly,National Dex,0.0165,394,569
Dipplin,National Dex,0.0163,412,570
Eevee,National Dex,0.0162,822,571
Mr. Mime,National Dex,0.016,847,572
Silvally,National Dex,0.0159,609,573
Manectric,National Dex,0.0158,605,574
Hypno,National Dex,0.0154,724,575
Qwilfish-Hisui,National Dex,0.0154,339,576
Falinks,National Dex,0.0149,994,577
Muk,National Dex,0.0146,1098,578
Swirlix,National Dex,0.0144,211,579
Silvally-Ghost,National Dex,0.0143,215,580
Bombirdier,National Dex,0.0143,585,581
Fearow,National Dex,0.0142,644,582
Sunflora,National Dex,0.0141,346,583
Persian,National Dex,0.0136,970,584
Rotom-Fan,National Dex,0.0136,433,585
Boldore,National Dex,0.013,264,586
Rattata,National Dex,0.013,684,587
Whiscash,National Dex,0.0127,897,588
Solrock,National Dex,0.0127,590,589
Parasect,National Dex,0.0126,711,590
Oricorio,National Dex,0.0124,440,591
Simipour,National Dex,0.0123,426,592
Floragato,National Dex,0.0122,99,593
Wormadam-Trash,National Dex,0.0121,399,594
Dugtrio-Alola,National Dex,0.0121,394,595
Trumbeak,National Dex,0.012,85,596
Slakoth,National Dex,0.012,100,597
Vespiquen,National Dex,0.0119,760,598
Golbat,National Dex,0.0119,727,599
Stunfisk,National Dex,0.0118,458,600
Wormadam-Sandy,National Dex,0.0117,179,601
Togetic,National Dex,0.0117,345,602
Beheeyem,National Dex,0.0115,861,603
Huntail,National Dex,0.0114,337,604
Dewgong,National Dex,0.0113,527,605
Koffing,National Dex,0.0112,146,606
Cherrim,National Dex,0.0108,349,607
Shelmet,National Dex,0.0107,85,608
Swalot,National Dex,0.0106,621,609
Onix,National Dex,0.0104,433,610
Haunter,National Dex,0.0102,549,611
Furret,National Dex,0.01,496,612
Calyrex-Shadow,AG,34.5675,85417,1
Miraidon,AG,32.5502,87727,2
Koraidon,AG,23.6427,55230,3
Zacian-Crowned,AG,18.2413,47901,4
Arceus,AG,18.1108,40687,5
Smeargle,AG,11.7335,41658,6
Ho-Oh,AG,10.1422,22917,7
Kyogre,AG,9.327,24589,8
Ditto,AG,8.704,25656,9
Ting-Lu,AG,8.2759,20823,10
Glimmora,AG,8.2697,25480,11
Kingambit,AG,6.6858,22535,12
Gliscor,AG,6.5968,24352,13
Arceus-Ground,AG,6.4437,13699,14
Ribombee,AG,6.0671,15596,15
Flutter Mane,AG,5.5925,17817,16
Chien-Pao,AG,5.2746,14961,17
Clodsire,AG,5.038,15286,18
Hatterene,AG,4.8069,15350,19
Ceruledge,AG,4.7835,21177,20
Drifblim,AG,4.727,17190,21
Sneasler,AG,4.6125,14062,22
Toxapex,AG,4.5282,14513,23
Blaziken,AG,4.4854,18130,24
Corviknight,AG,4.358,14700,25
Skeledirge,AG,4.2747,12970,26
Grimmsnarl,AG,4.2611,13816,27
Necrozma-Dusk-Mane,AG,4.0914,14836,28
Urshifu-Rapid-Strike,AG,4.0658,14462,29
Annihilape,AG,3.9686,18613,30
Espathra,AG,3.8749,12397,31
Dragapult,AG,3.8427,17008,32
Arceus-Fairy,AG,3.838,8934,33
Alomomola,AG,3.7921,9456,34
Incineroar,AG,3.7829,14163,35
Garchomp,AG,3.75,18084,36
Garganacl,AG,3.6391,12483,37
Eternatus,AG,3.633,11701,38
Espeon,AG,3.5576,13628,39
Great Tusk,AG,3.503,11375,40
Iron Treads,AG,3.4957,8216,41
Deoxys-Speed,AG,3.4274,8971,42
Regieleki,AG,3.3525,12180,43
Maushold,AG,3.3443,15789,44
Deoxys-Attack,AG,3.2965,9963,45
Gholdengo,AG,3.2957,12742,46
Clefable,AG,3.2447,11957,47
Dondozo,AG,3.2209,10035,48
Calyrex-Ice,AG,3.0408,12297,49
Kyurem-Black,AG,2.9042,8191,50
Iron Valiant,AG,2.8451,12027,51
Volcarona,AG,2.8346,10939,52
Terapagos,AG,2.8341,10109,53
Basculegion,AG,2.7964,7761,54
Mimikyu,AG,2.7216,11140,55
Archaludon,AG,2.6819,10340,56
Greninja,AG,2.6729,15613,57
Ursaluna-Bloodmoon,AG,2.6641,8828,58
Groudon,AG,2.6333,8913,59
Dragonite,AG,2.5763,12830,60
Cloyster,AG,2.5652,9693,61
Cinderace,AG,2.5139,10926,62
Giratina,AG,2.3627,6698,63
Scizor,AG,2.358,10624,64
Rayquaza,AG,2.3521,11032,65
Baxcalibur,AG,2.3409,8359,66
Forretress,AG,2.3375,7778,67
Zoroark-Hisui,AG,2.2384,10170,68
Blissey,AG,2.2012,6986,69
Serperior,AG,2.1997,9171,70
Shaymin-Sky,AG,2.1974,7413,71
Meowscarada,AG,2.1694,11195,72
Landorus-Therian,AG,2.1635,6574,73
Malamar,AG,2.1477,7576,74
Galvantula,AG,2.1266,7656,75
Zamazenta-Crowned,AG,2.1254,8383,76
Iron Bundle,AG,2.0746,6950,77
Gengar,AG,2.0408,10899,78
Giratina-Origin,AG,2.0255,6496,79
Tyranitar,AG,2.0246,9166,80
Lugia,AG,1.9852,6004,81
Bellossom,AG,1.9571,5915,82
Magearna,AG,1.9175,8157,83
Darkrai,AG,1.8512,9693,84
Cyclizar,AG,1.8356,5913,85
Mew,AG,1.7981,10998,86
Quaquaval,AG,1.755,6508,87
Umbreon,AG,1.7202,7550,88
Palafin,AG,1.6884,7005,89
Rillaboom,AG,1.6504,7648,90
Arceus-Water,AG,1.6502,4047,91
Excadrill,AG,1.6188,6059,92
Ursaluna,AG,1.5926,6141,93
Mewtwo,AG,1.5545,7142,94
Metagross,AG,1.547,8969,95
Ogerpon-Hearthflame,AG,1.5404,5099,96
Urshifu,AG,1.4797,4822,97
Pecharunt,AG,1.4639,5159,98
Skarmory,AG,1.348,5278,99
Breloom,AG,1.3385,6725,100
Mandibuzz,AG,1.3133,4149,101
Mamoswine,AG,1.3086,4652,102
Chi-Yu,AG,1.3063,4586,103
Whimsicott,AG,1.2912,5415,104
Charizard,AG,1.2599,8459,105
Vaporeon,AG,1.2301,5905,106
Goodra-Hisui,AG,1.1938,4201,107
Samurott-Hisui,AG,1.1869,4940,108
Hitmonlee,AG,1.1773,4293,109
Sableye,AG,1.1721,4682,110
Kyurem-White,AG,1.162,3290,111
Salamence,AG,1.1395,4833,112
Vivillon,AG,1.1334,4431,113
Polteageist,AG,1.1178,4457,114
Amoonguss,AG,1.0984,4992,115
Gardevoir,AG,1.0933,6459,116
Iron Moth,AG,1.0892,3955,117
Lucario,AG,1.089,7740,118
Ninetales-Alola,AG,1.0874,5348,119
Houndstone,AG,1.0817,3968,120
Quagsire,AG,1.0541,4036,121
Jirachi,AG,1.0486,4910,122
Gyarados,AG,1.0472,6837,123
Donphan,AG,1.0382,3448,124
Pelipper,AG,0.9953,4714,125
Roaring Moon,AG,0.9732,3696,126
Hawlucha,AG,0.9593,4639,127
Snorlax,AG,0.9519,6172,128
Wo-Chien,AG,0.9486,2396,129
Zapdos,AG,0.9373,3547,130
Weezing-Galar,AG,0.9333,3671,131
Krookodile,AG,0.9289,4965,132
Pawmot,AG,0.9259,3697,133
Grafaiai,AG,0.9072,2674,134
Staraptor,AG,0.9018,4685,135
Lunala,AG,0.8831,3499,136
Arcanine-Hisui,AG,0.8694,3794,137
Ogerpon-Wellspring,AG,0.8686,3199,138
Blastoise,AG,0.8497,5110,139
Weavile,AG,0.8426,4573,140
Heatran,AG,0.8413,3261,141
Volcanion,AG,0.8306,2695,142
Chansey,AG,0.8278,2640,143
Swampert,AG,0.8259,4671,144
Raging Bolt,AG,0.8166,3409,145
Armarouge,AG,0.8147,3970,146
Venusaur,AG,0.8023,5663,147
Muk-Alola,AG,0.7987,2853,148
Haxorus,AG,0.7794,4226,149
Milotic,AG,0.7684,4774,150
Lapras,AG,0.768,3379,151
Torkoal,AG,0.7663,4052,152
Kommo-o,AG,0.7623,3979,153
Tinkaton,AG,0.7578,4586,154
Arceus-Dark,AG,0.7473,1868,155
Salazzle,AG,0.746,3764,156
Zoroark,AG,0.732,4103,157
Manaphy,AG,0.7262,3744,158
Walking Wake,AG,0.7142,3093,159
Lokix,AG,0.6977,3333,160
Araquanid,AG,0.694,3068,161
Murkrow,AG,0.6892,2750,162
Talonflame,AG,0.6865,4391,163
Pikachu,AG,0.6773,5279,164
Zekrom,AG,0.6763,6930,165
Azumarill,AG,0.6723,5241,166
Lilligant-Hisui,AG,0.6619,2559,167
Scovillain,AG,0.6609,2805,168
Iron Hands,AG,0.6589,3352,169
Gallade,AG,0.6559,3766,170
Primarina,AG,0.6473,3957,171
Necrozma-Dawn-Wings,AG,0.6361,2571,172
Rotom-Wash,AG,0.6298,3208,173
Sylveon,AG,0.627,4797,174
Spidops,AG,0.6181,2047,175
Chandelure,AG,0.6171,3682,176
Kleavor,AG,0.6166,2421,177
Infernape,AG,0.6098,4278,178
Gastrodon,AG,0.5981,2903,179
Bellibolt,AG,0.5869,1741,180
Dudunsparce,AG,0.586,2815,181
Tentacruel,AG,0.5772,2496,182
Arceus-Poison,AG,0.5676,1421,183
Arceus-Psychic,AG,0.5635,1416,184
Gouging Fire,AG,0.5635,2079,185
Masquerain,AG,0.5539,1750,186
Dialga,AG,0.5523,3621,187
Ambipom,AG,0.5514,2373,188
